LATITUDE,LONGITUDE
41.481572,-81.74766600000001
41.482319,-81.743548
41.482428999999996,-81.743548
41.478056,-81.749939
41.4776,-81.74730600000001
41.477674,-81.74730600000001
41.482956,-81.740567
41.484996,-81.73164399999999
41.477434,-81.73926
41.479656,-81.737447
41.479002,-81.737022
41.479462,-81.729508
41.477176,-81.72483299999999
41.48101,-81.724825
41.481119,-81.724825
41.479027,-81.720428
41.481667,-81.72054399999999
41.479929999999996,-81.720427
41.476612,-81.696309
41.481378,-81.68355799999999
41.466782,-81.75748
41.469003,-81.758028
41.472468,-81.758484
41.474053000000005,-81.758496
41.474655,-81.7585
41.47501,-81.759474
41.47609,-81.756514
41.474942999999996,-81.75905999999999
41.473255,-81.74940600000001
41.473733,-81.748212
41.476149,-81.747709
41.475553000000005,-81.750011
41.475936,-81.750291
41.475936,-81.75014499999999
41.476446,-81.749703
41.47226,-81.74351800000001
41.476225,-81.74038900000001
41.475316,-81.73824499999999
41.47531,-81.739139
41.474918,-81.738947
41.474453000000004,-81.73881300000001
41.474492,-81.73869599999999
41.475640000000006,-81.73998
41.475719,-81.73562700000001
41.475721,-81.735372
41.475722,-81.735244
41.474819000000004,-81.736142
41.476213,-81.735344
41.472675,-81.738274
41.472775,-81.737974
41.472418,-81.73775699999999
41.472379,-81.737873
41.473849,-81.73768199999999
41.473862,-81.737624
41.473909,-81.737504
41.473849,-81.736427
41.473147,-81.736499
41.473339,-81.73628000000001
41.473417,-81.736046
41.475568,-81.730982
41.475365000000004,-81.731838
41.475725,-81.734525
41.475725,-81.732235
41.47622,-81.732573
41.476428000000006,-81.734624
41.476859000000005,-81.73355
41.475131,-81.733796
41.473944,-81.734655
41.475131,-81.730906
41.473304,-81.73197900000001
41.469961,-81.73581800000001
41.469854,-81.732668
41.469861,-81.732157
41.476781,-81.717024
41.476312,-81.71734599999999
41.476783000000005,-81.71723399999999
41.477090999999994,-81.718554
41.476999,-81.71674399999999
41.470863,-81.72242299999999
41.470189000000005,-81.722409
41.470662,-81.719575
41.470791999999996,-81.718905
41.464184,-81.739142
41.464195000000004,-81.739434
41.469271,-81.738697
41.467524,-81.73660600000001
41.46931,-81.735011
41.467406,-81.734737
41.468454,-81.73536899999999
41.477534999999996,-81.715891
41.473728,-81.7162
41.476745,-81.71210699999999
41.477146000000005,-81.70996099999999
41.477145,-81.709825
41.478195,-81.709979
41.480543,-81.70938199999999
41.480742,-81.704796
41.478863,-81.70329699999999
41.478716,-81.70320799999999
41.47285,-81.704755
41.475702000000005,-81.70324699999999
41.476040999999995,-81.703239
41.475996,-81.702973
41.475937,-81.70121400000001
41.476293,-81.700037
41.475057,-81.702504
41.470694,-81.70319
41.467059000000006,-81.713589
41.466301,-81.714549
41.466685999999996,-81.714259
41.466184000000005,-81.71480600000001
41.468488,-81.714991
41.468577,-81.715631
41.468385,-81.71562800000001
41.467268,-81.716004
41.467055,-81.71384499999999
41.468483,-81.712475
41.468756,-81.707838
41.466941999999996,-81.70392199999999
41.466813,-81.70392
41.46649,-81.703914
41.466144,-81.703905
41.467513000000004,-81.70393100000001
41.467998,-81.70398399999999
41.468241,-81.70119
41.472458,-81.697682
41.469073,-81.695429
41.469632,-81.695319
41.471371000000005,-81.68924399999999
41.466781,-81.68900500000001
41.467447,-81.68770699999999
41.464702,-81.694537
41.453286,-81.698948
41.453284000000004,-81.699275
41.453281,-81.69960999999999
41.452729,-81.691612
41.449852,-81.700141
41.448001,-81.696989
41.448173,-81.697488
41.44838,-81.698059
41.448707,-81.698231
41.446633,-81.699061
41.446348,-81.698039
41.446252,-81.698043
41.451048,-81.693466
41.438503999999995,-81.699062
41.444132,-81.693637
41.443195,-81.692854
41.436412,-81.687885
41.436997,-81.688496
41.433378000000005,-81.705952
41.434511,-81.702451
41.430306,-81.713175
41.429978999999996,-81.71183
41.430304,-81.709848
41.432019,-81.705378
41.431343,-81.70248199999999
41.426415999999996,-81.71861
41.43496,-81.71237099999999
41.458643,-81.733897
41.458773,-81.732065
41.457309,-81.729019
41.457427,-81.730719
41.441604999999996,-81.706099
41.444485,-81.707773
41.443535,-81.706982
41.437234000000004,-81.706133
41.436532,-81.70415
41.464832,-81.716096
41.46508,-81.70454699999999
41.465266,-81.706914
41.465267,-81.706799
41.464467,-81.704531
41.464088000000004,-81.702641
41.465206,-81.702787
41.461034000000005,-81.71502
41.461403999999995,-81.71548
41.462270000000004,-81.71469300000001
41.462270000000004,-81.714824
41.461890000000004,-81.71184000000001
41.461890000000004,-81.711577
41.462778,-81.708119
41.460571,-81.710091
41.451708,-81.708119
41.454264,-81.70879000000001
41.451445,-81.703316
41.462569,-81.72949
41.466608,-81.727991
41.462615,-81.724314
41.463601000000004,-81.7238
41.464875,-81.72264
41.464801,-81.72264100000001
41.462596999999995,-81.72150699999999
41.467037,-81.724958
41.465401,-81.722767
41.46826,-81.724275
41.46777,-81.724956
41.463294,-81.719574
41.463235,-81.718588
41.463312,-81.717691
41.462928999999995,-81.717647
41.465616,-81.72084699999999
41.466559000000004,-81.72033
41.466633,-81.718588
41.465503000000005,-81.718778
41.467057000000004,-81.71682
41.467108,-81.720448
41.467535999999996,-81.716824
41.467327000000004,-81.720325
41.458835,-81.729672
41.458906,-81.728528
41.459666999999996,-81.728914
41.460436,-81.728913
41.461543,-81.73022900000001
41.458078,-81.72705400000001
41.458869,-81.726449
41.459317,-81.72251899999999
41.460091999999996,-81.722815
41.460814,-81.723232
41.46118,-81.723582
41.461636,-81.72551800000001
41.460465,-81.725912
41.457301,-81.721252
41.456920000000004,-81.722096
41.460527,-81.71765400000001
41.461543,-81.719103
41.466374,-81.748073
41.468979,-81.746398
41.46822,-81.747025
41.467176,-81.747452
41.467046,-81.748067
41.467968,-81.74509499999999
41.465926,-81.745524
41.464857,-81.744475
41.465375,-81.745118
41.459126,-81.749301
41.459032,-81.747812
41.454158,-81.772544
41.455681,-81.77923100000001
41.454408,-81.778873
41.452684000000005,-81.768198
41.451097999999995,-81.765897
41.451398,-81.75965500000001
41.446242,-81.768378
41.447404,-81.77027199999999
41.446058,-81.771431
41.444679,-81.77609
41.441417,-81.778198
41.442401000000004,-81.771992
41.428926000000004,-81.784063
41.428884000000004,-81.78107299999999
41.4326,-81.777499
41.432536999999996,-81.777501
41.43249,-81.777502
41.432444,-81.777503
41.432396999999995,-81.77750400000001
41.43235,-81.777506
41.432303999999995,-81.777507
41.432257,-81.777508
41.43221,-81.77750999999999
41.432164,-81.777511
41.432117,-81.777512
41.432058000000005,-81.777514
41.430483,-81.772735
41.429106,-81.77686
41.424323,-81.77858
41.464933,-81.772451
41.462235,-81.771139
41.463378999999996,-81.775442
41.457716,-81.785871
41.451710999999996,-81.789893
41.437253999999996,-81.78527
41.433593,-81.782814
41.437789,-81.81519499999999
41.42576,-81.847412
41.509687,-81.668846
41.510014,-81.66722299999999
41.497493,-81.660901
41.49965,-81.656238
41.496589,-81.655227
41.494156,-81.659362
41.516127000000004,-81.661986
41.516719,-81.65782800000001
41.518240999999996,-81.65530799999999
41.518615000000004,-81.653637
41.522239,-81.64703399999999
41.521390999999994,-81.646179
41.521039,-81.64622299999999
41.517573,-81.64881
41.517868,-81.649537
41.519525,-81.649055
41.519456,-81.650888
41.519304999999996,-81.649755
41.519882,-81.648475
41.520616,-81.64782
41.520272999999996,-81.64638000000001
41.514276,-81.649798
41.515535,-81.64954399999999
41.516999,-81.650995
41.516073,-81.649689
41.514295000000004,-81.646452
41.514196999999996,-81.649116
41.5151,-81.64846999999999
41.514990999999995,-81.64846899999999
41.51497,-81.647301
41.515506,-81.64644799999999
41.515954,-81.64806800000001
41.515954,-81.647812
41.515954,-81.647666
41.516573,-81.646331
41.516574,-81.646998
41.516575,-81.647875
41.511269,-81.650621
41.513721000000004,-81.647408
41.513153,-81.646197
41.513273,-81.646761
41.51327,-81.647199
41.513265999999994,-81.64778299999999
41.510574,-81.648234
41.509309,-81.647971
41.516227,-81.65352800000001
41.516048,-81.653981
41.514268,-81.654237
41.514382,-81.65441899999999
41.512797,-81.653788
41.513135,-81.6557
41.513502,-81.655128
41.512851,-81.6572
41.524236,-81.64925500000001
41.527564,-81.64302099999999
41.529338,-81.638048
41.529983,-81.638447
41.531027,-81.636732
41.530545000000004,-81.636732
41.530105999999996,-81.636732
41.530874,-81.636394
41.522563,-81.645042
41.522644,-81.64485
41.523621999999996,-81.644961
41.519303,-81.645516
41.520714,-81.643775
41.520913,-81.64425200000001
41.52094,-81.644129
41.521511,-81.64511800000001
41.5204,-81.641442
41.519647,-81.642321
41.519819,-81.641855
41.519967,-81.641367
41.520036,-81.641226
41.524457,-81.640999
41.525126,-81.642765
41.524657,-81.642392
41.524127,-81.642481
41.523726,-81.642875
41.522803,-81.642691
41.522321999999996,-81.642421
41.523317,-81.639994
41.523798,-81.640474
41.522861,-81.640362
41.522859999999994,-81.641788
41.522278,-81.641243
41.522290999999996,-81.641116
41.521896000000005,-81.640886
41.526835999999996,-81.639983
41.525538,-81.640984
41.525153,-81.640571
41.526118,-81.640745
41.526135,-81.64030600000001
41.526414,-81.64030799999999
41.525855,-81.637658
41.527087,-81.63815
41.526632,-81.638641
41.526221,-81.638638
41.527009,-81.638936
41.526746,-81.63893399999999
41.522244,-81.639306
41.522147,-81.637541
41.522442,-81.637546
41.522756,-81.637551
41.523146000000004,-81.637526
41.524634999999996,-81.637649
41.525273,-81.637654
41.523972,-81.638129
41.523643,-81.638126
41.523888,-81.638622
41.524135,-81.638623
41.520305,-81.638552
41.520294,-81.63868000000001
41.520477,-81.637626
41.520340999999995,-81.637661
41.520478000000004,-81.637406
41.527843,-81.633951
41.528216,-81.634371
41.528582,-81.634371
41.528674,-81.63436999999999
41.529268,-81.63436999999999
41.52936,-81.63436999999999
41.529489,-81.634837
41.528738,-81.634937
41.527983,-81.634935
41.52755,-81.634934
41.528046999999994,-81.635265
41.528925,-81.63526999999999
41.528914,-81.635681
41.528290999999996,-81.635947
41.52895,-81.635951
41.528221,-81.636367
41.527561999999996,-81.636363
41.527304,-81.63594
41.525535999999995,-81.635926
41.525155,-81.635246
41.525874,-81.634929
41.526169,-81.63493000000001
41.527221999999995,-81.634934
41.527387,-81.634934
41.526635999999996,-81.634372
41.52653,-81.634372
41.525724,-81.634373
41.525090000000006,-81.634373
41.522538,-81.635502
41.522537,-81.634598
41.523381,-81.635643
41.52472,-81.635243
41.524056,-81.635239
41.523216999999995,-81.635234
41.523111,-81.634922
41.524114000000004,-81.634374
41.524484,-81.633954
41.521786,-81.636528
41.521114000000004,-81.63633399999999
41.521117,-81.63575
41.520499,-81.636492
41.520502,-81.635789
41.520163000000004,-81.63604699999999
41.517877,-81.643801
41.517132000000004,-81.645347
41.516432,-81.644933
41.517083,-81.640975
41.516918,-81.640851
41.516847,-81.642112
41.516548,-81.642185
41.518361,-81.64209
41.518453,-81.64229300000001
41.5186,-81.64047
41.517712,-81.63633399999999
41.517207,-81.637404
41.517177000000004,-81.633339
41.51685,-81.63324200000001
41.516740000000006,-81.633241
41.516791,-81.63340600000001
41.516791,-81.633501
41.516785,-81.634966
41.516783000000004,-81.635112
41.51677,-81.63584200000001
41.517115999999994,-81.635414
41.517117999999996,-81.635286
41.517124,-81.634775
41.517125,-81.634626
41.517128,-81.634381
41.517723,-81.634162
41.518977,-81.63516899999999
41.519256,-81.634684
41.518993,-81.634289
41.519138,-81.63096
41.519358000000004,-81.630961
41.519467999999996,-81.630962
41.519034999999995,-81.630178
41.518158,-81.62973000000001
41.518709,-81.629199
41.518489,-81.629198
41.51827,-81.62919699999999
41.516082,-81.630046
41.51664,-81.632755
41.516709000000006,-81.632234
41.516822,-81.631505
41.51742,-81.630166
41.517402000000004,-81.629723
41.516873,-81.629719
41.517851,-81.629746
41.517181,-81.632202
41.517184,-81.63141800000001
41.517265,-81.631691
41.514291,-81.644899
41.51355,-81.642882
41.514005,-81.643857
41.515365,-81.642911
41.514946,-81.641012
41.514585,-81.638595
41.514590000000005,-81.637573
41.51461,-81.636962
41.513655,-81.63738199999999
41.514590000000005,-81.637461
41.51455,-81.637238
41.512766,-81.635913
41.513657,-81.636781
41.512883,-81.644143
41.51295,-81.642863
41.51295,-81.64300899999999
41.512949,-81.643301
41.511487,-81.640466
41.510571999999996,-81.64017
41.509492,-81.640046
41.511794,-81.63523199999999
41.516391,-81.635705
41.516402,-81.6348
41.516408,-81.63424499999999
41.514815999999996,-81.632234
41.514920000000004,-81.632398
41.514809,-81.632398
41.511790999999995,-81.631435
41.51398,-81.63494399999999
41.512088,-81.630861
41.514103999999996,-81.631221
41.513812,-81.633296
41.513434000000004,-81.632038
41.513435,-81.633193
41.512547999999995,-81.631288
41.512541,-81.632745
41.514103000000006,-81.634803
41.514025,-81.62782299999999
41.515387,-81.62875
41.512694,-81.629147
41.515051,-81.629171
41.515151,-81.629172
41.514115000000004,-81.629693
41.513222,-81.629685
41.512631,-81.63014100000001
41.514472,-81.630146
41.511949,-81.62876800000001
41.529068,-81.6331
41.529164,-81.633135
41.529747,-81.632887
41.529481,-81.632764
41.529894,-81.631911
41.530307,-81.631677
41.529252,-81.630074
41.529374,-81.63124300000001
41.528468,-81.630821
41.52834,-81.631188
41.528178999999994,-81.63215799999999
41.528872,-81.63248
41.528793,-81.632984
41.526114,-81.629307
41.526142,-81.630595
41.526143,-81.63046700000001
41.525867,-81.63225899999999
41.525868,-81.632141
41.525873,-81.63159300000001
41.526132000000004,-81.631745
41.526121999999994,-81.633014
41.526579,-81.633021
41.526579999999996,-81.632912
41.526912,-81.63183599999999
41.526909,-81.63221899999999
41.527337,-81.631726
41.52387,-81.626281
41.525146,-81.628438
41.525047,-81.628398
41.523589,-81.629952
41.525384,-81.630253
41.525555,-81.63274
41.525551,-81.63306899999999
41.524275,-81.63330500000001
41.520434,-81.633323
41.520781,-81.6316
41.520877,-81.631601
41.522307,-81.63161099999999
41.520918,-81.632706
41.522838,-81.628644
41.522411,-81.630937
41.522321000000005,-81.630936
41.520653,-81.630501
41.521777,-81.63023199999999
41.521361999999996,-81.629805
41.522634000000004,-81.629814
41.522055,-81.628943
41.522728,-81.628949
41.522733,-81.626255
41.521772999999996,-81.62623599999999
41.521677000000004,-81.626234
41.521388,-81.626228
41.522808000000005,-81.62825600000001
41.521345000000004,-81.62800899999999
41.522712,-81.627317
41.522064,-81.627312
41.518528,-81.623568
41.518974,-81.623573
41.520154,-81.623632
41.5195,-81.622692
41.519939,-81.62269599999999
41.520165999999996,-81.62211500000001
41.519727,-81.622111
41.518694,-81.621717
41.519366,-81.621724
41.518958000000005,-81.621189
41.51916,-81.620373
41.517105,-81.62048
41.517895,-81.62422099999999
41.517072999999996,-81.622672
41.516420000000004,-81.622076
41.519148,-81.628289
41.519890999999994,-81.627844
41.519407,-81.627195
41.518968,-81.62719200000001
41.518969,-81.626776
41.519847,-81.62678100000001
41.51896,-81.625966
41.519279,-81.625924
41.519734,-81.625558
41.518679,-81.625274
41.519543,-81.625282
41.520021,-81.62483399999999
41.519445000000005,-81.624829
41.518370000000004,-81.624477
41.520262,-81.624486
41.518271999999996,-81.627853
41.516749,-81.627848
41.517092,-81.627177
41.517539,-81.626786
41.517259,-81.62678199999999
41.517169,-81.62678100000001
41.516807,-81.626778
41.516582,-81.626284
41.518014,-81.626294
41.518301,-81.626296
41.514856,-81.626143
41.514959999999995,-81.627134
41.514418,-81.62428100000001
41.515117,-81.624341
41.51129,-81.62422600000001
41.511461,-81.622389
41.511089,-81.62218399999999
41.513604,-81.62150799999999
41.512553999999994,-81.620756
41.512929,-81.62111800000001
41.513273,-81.62076400000001
41.512171,-81.621088
41.511873,-81.620588
41.511875,-81.620464
41.511390999999996,-81.619656
41.538719,-81.62479
41.537285,-81.62405600000001
41.53779,-81.624725
41.537189,-81.625024
41.538332000000004,-81.626025
41.537957,-81.626455
41.537495,-81.62621800000001
41.538501000000004,-81.62595999999999
41.539437,-81.624253
41.538826,-81.623328
41.5387,-81.622861
41.539256,-81.623025
41.539421000000004,-81.62311
41.540056,-81.622675
41.539336,-81.62254200000001
41.53925,-81.622528
41.538835999999996,-81.622467
41.54115,-81.621965
41.539099,-81.621735
41.535455,-81.625564
41.536262,-81.623942
41.536006,-81.62482800000001
41.535391,-81.62451300000001
41.53637,-81.62280600000001
41.538092999999996,-81.621414
41.536629,-81.62129
41.537366,-81.622043
41.538164,-81.62269
41.538361,-81.62301500000001
41.538145,-81.6232
41.5376,-81.622417
41.536716,-81.622022
41.53645,-81.621903
41.537332,-81.62328199999999
41.542586,-81.620079
41.543199,-81.618707
41.540673999999996,-81.620191
41.542407,-81.619158
41.541529,-81.61916
41.540572,-81.619162
41.540243,-81.619163
41.541638,-81.618712
41.539916,-81.618716
41.539584000000005,-81.619165
41.539264,-81.619803
41.539592999999996,-81.619809
41.54285,-81.618088
41.543317,-81.617278
41.54322,-81.617278
41.541799,-81.616991
41.543668,-81.61591700000001
41.540304,-81.61809000000001
41.540917,-81.617712
41.540397,-81.616928
41.540397999999996,-81.617071
41.540631,-81.616486
41.541001,-81.616421
41.540609,-81.61188100000001
41.544391,-81.614352
41.544391999999995,-81.613828
41.543654,-81.611465
41.54387,-81.61285
41.54359,-81.614236
41.543589000000004,-81.61438199999999
41.54326,-81.61440400000001
41.543262,-81.61383599999999
41.543265999999996,-81.61276
41.543040000000005,-81.61449
41.543039,-81.61461800000001
41.541755,-81.609205
41.542304,-81.609204
41.542574,-81.609606
41.541971000000004,-81.611253
41.54104,-81.611251
41.540735,-81.610628
41.541047999999996,-81.610776
41.541253999999995,-81.611104
41.542891,-81.611687
41.543217,-81.61168599999999
41.543327000000005,-81.611216
41.544160999999995,-81.610558
41.543073,-81.609204
41.544788,-81.613625
41.545471,-81.610087
41.533642,-81.62527
41.533566,-81.625928
41.533674,-81.624887
41.533190999999995,-81.624652
41.533186,-81.622922
41.535863,-81.620524
41.535637,-81.620839
41.535137,-81.62115
41.535137,-81.62180500000001
41.534808,-81.621717
41.534369,-81.62172
41.534036,-81.6204
41.534034999999996,-81.61996500000001
41.534034000000005,-81.619087
41.533664,-81.618971
41.533190999999995,-81.622137
41.533190999999995,-81.62185500000001
41.533190000000005,-81.621463
41.533189,-81.621208
41.533187,-81.620313
41.533186,-81.62005699999999
41.533184999999996,-81.619674
41.532909000000004,-81.61914200000001
41.532920000000004,-81.622338
41.532512,-81.620808
41.532511,-81.620552
41.534033,-81.618504
41.534032,-81.618066
41.531893,-81.618825
41.532728000000006,-81.61771
41.533111,-81.61668
41.536627,-81.618916
41.536763,-81.616887
41.534444,-81.61799599999999
41.534499,-81.61814100000001
41.5345,-81.618725
41.5345,-81.618865
41.534721000000005,-81.61929
41.535769,-81.61927800000001
41.535992,-81.61852900000001
41.536033,-81.6181
41.53566,-81.618557
41.535249,-81.61780300000001
41.535311,-81.618022
41.535312,-81.618282
41.535315999999995,-81.61888
41.535315999999995,-81.619026
41.53483,-81.618739
41.535256,-81.61749300000001
41.536446999999995,-81.617593
41.536089000000004,-81.616766
41.535764,-81.616925
41.537758000000004,-81.612904
41.537641,-81.612848
41.536798,-81.61264399999999
41.537538,-81.613281
41.537098,-81.614177
41.537098,-81.61443299999999
41.535610999999996,-81.615148
41.533445,-81.614272
41.53415,-81.613033
41.534149,-81.613672
41.534578,-81.61456700000001
41.534578,-81.614056
41.534578,-81.613928
41.535317,-81.614694
41.535318,-81.613543
41.536344,-81.611912
41.534597999999995,-81.611121
41.534147,-81.610516
41.534059,-81.61050999999999
41.533156,-81.611929
41.533156,-81.612673
41.533156,-81.612972
41.533446999999995,-81.612818
41.533868,-81.611056
41.53458,-81.61201
41.534881,-81.61277700000001
41.539037,-81.612111
41.539133,-81.612111
41.539864,-81.610197
41.539143,-81.609617
41.537838,-81.610548
41.537618,-81.609627
41.537052,-81.609634
41.537007,-81.611347
41.533912,-81.608506
41.533541,-81.608067
41.530533,-81.625097
41.531862,-81.624619
41.531859999999995,-81.62248000000001
41.531859000000004,-81.62222299999999
41.5316,-81.622224
41.531602,-81.623265
41.531603000000004,-81.623777
41.530534,-81.623846
41.530534,-81.623553
41.530535,-81.622887
41.530236,-81.62306600000001
41.529792,-81.623644
41.529794,-81.622963
41.529493,-81.622697
41.529052,-81.623225
41.528696999999994,-81.62276700000001
41.531852,-81.61941
41.531851,-81.61914300000001
41.531599,-81.621712
41.531203000000005,-81.621202
41.530534,-81.620953
41.530242,-81.620245
41.53024,-81.621274
41.529501,-81.620375
41.529497,-81.62132700000001
41.529496,-81.62161
41.529058,-81.621124
41.528763,-81.61950300000001
41.528760999999996,-81.620087
41.528769,-81.617604
41.528768,-81.61775
41.528768,-81.617896
41.528768,-81.618042
41.529070000000004,-81.617743
41.529074,-81.61658299999999
41.529514,-81.616293
41.529514,-81.616439
41.529507,-81.61864
41.529808,-81.618925
41.530249,-81.616446
41.530246000000005,-81.618492
41.530566,-81.618877
41.531008,-81.616424
41.528325,-81.619939
41.528024,-81.61964499999999
41.52802,-81.620695
41.527586,-81.61920400000001
41.527282,-81.61978
41.526847,-81.61993100000001
41.526207,-81.619743
41.525445,-81.619592
41.528332,-81.617747
41.528334,-81.617163
41.528335999999996,-81.616287
41.528368,-81.615985
41.525449,-81.61856999999999
41.525453000000006,-81.61731
41.526228,-81.617469
41.52632,-81.617224
41.527592999999996,-81.617013
41.527596,-81.616136
41.528034999999996,-81.616139
41.528034000000005,-81.616294
41.528028000000006,-81.618184
41.524676,-81.61988000000001
41.524364,-81.619128
41.523958,-81.620124
41.523235,-81.619299
41.522939,-81.618075
41.522954,-81.619721
41.522554,-81.620152
41.524676,-81.617324
41.522199,-81.616972
41.523241,-81.617469
41.523962,-81.61631
41.523958,-81.617579
41.530556,-81.61429
41.530556,-81.61413
41.530557,-81.613414
41.530743,-81.61312099999999
41.530743,-81.61355999999999
41.530743,-81.614436
41.531040999999995,-81.614436
41.531040000000004,-81.614144
41.531040000000004,-81.61370600000001
41.531040000000004,-81.61326700000001
41.531040000000004,-81.61312099999999
41.531040000000004,-81.61268299999999
41.531228999999996,-81.614874
41.531677,-81.6133
41.531677,-81.61315400000001
41.53202,-81.612952
41.53202,-81.613093
41.53202,-81.613224
41.532433000000005,-81.614357
41.532433000000005,-81.613845
41.532431,-81.61282299999999
41.532732,-81.612977
41.532732,-81.612537
41.532732,-81.61238900000001
41.532732,-81.612243
41.532732,-81.61209699999999
41.532732,-81.611951
41.532731,-81.611221
41.530558,-81.611222
41.531039,-81.61166
41.531040000000004,-81.612391
41.532019,-81.612236
41.532016999999996,-81.610885
41.532429,-81.611221
41.53243,-81.611919
41.532431,-81.612308
41.528527000000004,-81.61305300000001
41.528525,-81.614222
41.528984,-81.614007
41.528985,-81.613568
41.528985,-81.612792
41.52933,-81.612841
41.529809,-81.61371899999999
41.530153999999996,-81.612575
41.530155,-81.610997
41.529136,-81.60969399999999
41.528209000000004,-81.611113
41.528531,-81.61094200000001
41.528533,-81.61013
41.529331,-81.611986
41.529331,-81.610803
41.524609000000005,-81.613772
41.526281,-81.611113
41.525539,-81.609691
41.525538,-81.60995600000001
41.525534,-81.61138000000001
41.525131,-81.61025500000001
41.524823,-81.610528
41.524815000000004,-81.61065500000001
41.524807,-81.610782
41.524752,-81.611674
41.522701,-81.612526
41.522472,-81.614677
41.523055,-81.613626
41.523122,-81.612993
41.523533,-81.612663
41.523406,-81.61393000000001
41.524173,-81.613437
41.524432,-81.610389
41.522874,-81.610899
41.522963,-81.610058
41.522976,-81.609941
41.523608,-81.61216
41.523609,-81.611903
41.531946000000005,-81.607597
41.529794,-81.60909699999999
41.530716,-81.609679
